Temperature Data,ECG Data,Pressure Data,Target,Temperature Data_Centered,Temperature Data_ZScore,ECG Data_Centered,ECG Data_ZScore,Pressure Data_Centered,Pressure Data_ZScore,ECG_Log1p,Temperature_Log,Pressure_Log,ECG_Sqrt,Temp_to_Pressure,ECG_to_Temperature,Vitals_Sum,Vitals_Mean,Vitals_Range,Vitals_Std,ECG_Clipped,ECG_Is_Clipped
32.0,0.0,77.0,1,-2.293307366569998,-0.4621509104905264,-9.161037823067,-0.3361382320144755,0.08138972810000666,0.21180736403089115,0.0,1.0369220273845716,1.396949144283305,0.0,0.4155844101872155,0.0,109.0,36.333333333333336,77.0,38.68246803570493,0.0,0
32.0,0.0,77.0,1,-2.293307366569998,-0.4621509104905264,-9.161037823067,-0.3361382320144755,0.08138972810000666,0.21180736403089115,0.0,1.0369220273845716,1.396949144283305,0.0,0.4155844101872155,0.0,109.0,36.333333333333336,77.0,38.68246803570493,0.0,0
32.0,16.0,77.0,1,-2.293307366569998,-0.4621509104905264,6.838962176933,0.25093626937984914,0.08138972810000666,0.21180736403089115,2.833213344056216,1.0369220273845716,1.396949144283305,4.0,0.4155844101872155,0.49999998437500054,125.0,41.666666666666664,61.0,31.628046625318696,16.0,0
32.0,0.0,77.0,1,-2.293307366569998,-0.4621509104905264,-9.161037823067,-0.3361382320144755,0.08138972810000666,0.21180736403089115,0.0,1.0369220273845716,1.396949144283305,0.0,0.4155844101872155,0.0,109.0,36.333333333333336,77.0,38.68246803570493,0.0,0
32.0,18.0,77.0,1,-2.293307366569998,-0.4621509104905264,8.838962176933,0.3243205820541397,0.08138972810000666,0.21180736403089115,2.9444389791664403,1.0369220273845716,1.396949144283305,4.242640687119285,0.4155844101872155,0.5624999824218756,127.0,42.333333333333336,59.0,30.827476921300796,18.0,0
32.0,0.0,77.0,1,-2.293307366569998,-0.4621509104905264,-9.161037823067,-0.3361382320144755,0.08138972810000666,0.21180736403089115,0.0,1.0369220273845716,1.396949144283305,0.0,0.4155844101872155,0.0,109.0,36.333333333333336,77.0,38.68246803570493,0.0,0
32.0,0.0,77.0,0,-2.293307366569998,-0.4621509104905264,-9.161037823067,-0.3361382320144755,0.08138972810000666,0.21180736403089115,0.0,1.0369220273845716,1.396949144283305,0.0,0.4155844101872155,0.0,109.0,36.333333333333336,77.0,38.68246803570493,0.0,0
32.0,23.0,77.0,0,-2.293307366569998,-0.4621509104905264,13.838962176933,0.5077813637398662,0.08138972810000666,0.21180736403089115,3.1780538303479458,1.0369220273845716,1.396949144283305,4.795831523312719,0.4155844101872155,0.7187499775390632,132.0,44.0,54.0,28.930952282978865,23.0,0
32.0,0.0,77.0,0,-2.293307366569998,-0.4621509104905264,-9.161037823067,-0.3361382320144755,0.08138972810000666,0.21180736403089115,0.0,1.0369220273845716,1.396949144283305,0.0,0.4155844101872155,0.0,109.0,36.333333333333336,77.0,38.68246803570493,0.0,0
32.0,0.0,77.0,1,-2.293307366569998,-0.4621509104905264,-9.161037823067,-0.3361382320144755,0.08138972810000666,0.21180736403089115,0.0,1.0369220273845716,1.396949144283305,0.0,0.4155844101872155,0.0,109.0,36.333333333333336,77.0,38.68246803570493,0.0,0
32.0,23.0,77.0,0,-2.293307366569998,-0.4621509104905264,13.838962176933,0.5077813637398662,0.08138972810000666,0.21180736403089115,3.1780538303479458,1.0369220273845716,1.396949144283305,4.795831523312719,0.4155844101872155,0.7187499775390632,132.0,44.0,54.0,28.930952282978865,23.0,0
32.0,0.0,77.0,1,-2.293307366569998,-0.4621509104905264,-9.161037823067,-0.3361382320144755,0.08138972810000666,0.21180736403089115,0.0,1.0369220273845716,1.396949144283305,0.0,0.4155844101872155,0.0,109.0,36.333333333333336,77.0,38.68246803570493,0.0,0
32.0,0.0,77.0,0,-2.293307366569998,-0.4621509104905264,-9.161037823067,-0.3361382320144755,0.08138972810000666,0.21180736403089115,0.0,1.0369220273845716,1.396949144283305,0.0,0.4155844101872155,0.0,109.0,36.333333333333336,77.0,38.68246803570493,0.0,0
32.0,0.0,77.0,1,-2.293307366569998,-0.4621509104905264,-9.161037823067,-0.3361382320144755,0.08138972810000666,0.21180736403089115,0.0,1.0369220273845716,1.396949144283305,0.0,0.4155844101872155,0.0,109.0,36.333333333333336,77.0,38.68246803570493,0.0,0
32.0,0.0,77.0,1,-2.293307366569998,-0.4621509104905264,-9.161037823067,-0.3361382320144755,0.08138972810000666,0.21180736403089115,0.0,1.0369220273845716,1.396949144283305,0.0,0.4155844101872155,0.0,109.0,36.333333333333336,77.0,38.68246803570493,0.0,0
